ppo, pdo, tpo, tdo
an attorney found a coffee for a band .,an attorney found a band a coffee .,the priest bought the jacket for the author .,the priest bought the author the jacket .
a physician got a tea for an adult .,a physician got an adult a tea .,the priest bought the jacket for the author .,the priest bought the author the jacket .
a partner left a tea for a king .,a partner left a king a tea .,the priest bought the jacket for the author .,the priest bought the author the jacket .
a husband left a beer for a physician .,a husband left a physician a beer .,the priest bought the jacket for the author .,the priest bought the author the jacket .
a physician left a beer for a club .,a physician left a club a beer .,the priest bought the jacket for the author .,the priest bought the author the jacket .
an actress saved a beer for a company .,an actress saved a company a beer .,the priest bought the jacket for the author .,the priest bought the author the jacket .
a worker saved a chicken for a business .,a worker saved a business a chicken .,the priest bought the jacket for the author .,the priest bought the author the jacket .
a man sent a chocolate to a guy .,a man sent a guy a chocolate .,the author brought the coffee to the army .,the author brought the army the coffee .
a champion promised a hat to a doctor .,a champion promised a doctor a hat .,the author brought the coffee to the army .,the author brought the army the coffee .
a mayor showed a salad to a company .,a mayor showed a company a salad .,the author brought the coffee to the army .,the author brought the army the coffee .
a bishop sent a beer to a friend .,a bishop sent a friend a beer .,the author brought the coffee to the army .,the author brought the army the coffee .
an attorney sent a bottle to a company .,an attorney sent a company a bottle .,the author brought the coffee to the army .,the author brought the army the coffee .
a cousin gave a pie to a singer .,a cousin gave a singer a pie .,the author brought the coffee to the army .,the author brought the army the coffee .
an actress sold a salad to a band .,an actress sold a band a salad .,the author brought the coffee to the army .,the author brought the army the coffee .
a president showed a guitar to a business .,a president showed a business a guitar .,the author brought the coffee to the army .,the author brought the army the coffee .
an uncle showed a computer to a corporation .,an uncle showed a corporation a computer .,the author brought the coffee to the army .,the author brought the army the coffee .
a prince promised a pot to a kid .,a prince promised a kid a pot .,the author brought the coffee to the army .,the author brought the army the coffee .
the manager brought the button to the corporation .,the manager brought the corporation the button .,a princess showed a chocolate to a club .,a princess showed a club a chocolate .
the hero promised the newspaper to the scientist .,the hero promised the scientist the newspaper .,a princess showed a chocolate to a club .,a princess showed a club a chocolate .
the reader promised the juice to the wife .,the reader promised the wife the juice .,a princess showed a chocolate to a club .,a princess showed a club a chocolate .
the worker sent the chicken to the aunt .,the worker sent the aunt the chicken .,a princess showed a chocolate to a club .,a princess showed a club a chocolate .
the chief fed the chicken to the captain .,the chief fed the captain the chicken .,a princess showed a chocolate to a club .,a princess showed a club a chocolate .
the buddy brought the salad to the daughter .,the buddy brought the daughter the salad .,a princess showed a chocolate to a club .,a princess showed a club a chocolate .
the daughter gave the beer to the army .,the daughter gave the army the beer .,a princess showed a chocolate to a club .,a princess showed a club a chocolate .
the captain fed the meal to the daughter .,the captain fed the daughter the meal .,a princess showed a chocolate to a club .,a princess showed a club a chocolate .
the bishop promised the camera to the aunt .,the bishop promised the aunt the camera .,a princess showed a chocolate to a club .,a princess showed a club a chocolate .
the mother sent the salad to the son .,the mother sent the son the salad .,a princess showed a chocolate to a club .,a princess showed a club a chocolate .
