ppo, pdo, tpo, tdo
the employee caught the computer for the professor .,the employee caught the professor the computer .,the actress showed the coffee to the band .,the actress showed the band the coffee .
the parent made the engine for the company .,the parent made the company the engine .,the actress showed the coffee to the band .,the actress showed the band the coffee .
the reader made the bottle for the army .,the reader made the army the bottle .,the actress showed the coffee to the band .,the actress showed the band the coffee .
the lady bought the hat for the parent .,the lady bought the parent the hat .,the actress showed the coffee to the band .,the actress showed the band the coffee .
the scientist drew the book for the cop .,the scientist drew the cop the book .,the actress showed the coffee to the band .,the actress showed the band the coffee .
the boy designed the key for the aunt .,the boy designed the aunt the key .,the actress showed the coffee to the band .,the actress showed the band the coffee .
the sheriff found the glass for the army .,the sheriff found the army the glass .,the actress showed the coffee to the band .,the actress showed the band the coffee .
the winner drew the anchor for the club .,the winner drew the club the anchor .,the actress showed the coffee to the band .,the actress showed the band the coffee .
the priest delivered the coat for the manager .,the priest delivered the manager the coat .,the actress showed the coffee to the band .,the actress showed the band the coffee .
a guy delivered a bottle for an author .,a guy delivered an author a bottle .,a friend threw a meal to a bishop .,a friend threw a bishop a meal .
a worker designed a coat for a chief .,a worker designed a chief a coat .,a friend threw a meal to a bishop .,a friend threw a bishop a meal .
an actress bought a tea for a manager .,an actress bought a manager a tea .,a friend threw a meal to a bishop .,a friend threw a bishop a meal .
a cop saved a telephone for a band .,a cop saved a band a telephone .,a friend threw a meal to a bishop .,a friend threw a bishop a meal .
a nurse delivered an instrument for an uncle .,a nurse delivered an uncle an instrument .,a friend threw a meal to a bishop .,a friend threw a bishop a meal .
a lawyer kept an engine for a pilot .,a lawyer kept a pilot an engine .,a friend threw a meal to a bishop .,a friend threw a bishop a meal .
a band designed a log for an administration .,a band designed an administration a log .,a friend threw a meal to a bishop .,a friend threw a bishop a meal .
a father kept a chicken for an administration .,a father kept an administration a chicken .,a friend threw a meal to a bishop .,a friend threw a bishop a meal .
an aunt saved a cup for an administration .,an aunt saved an administration a cup .,a friend threw a meal to a bishop .,a friend threw a bishop a meal .
a kid saved a telephone for a band .,a kid saved a band a telephone .,a friend threw a meal to a bishop .,a friend threw a bishop a meal .
the hero promised the candy to the uncle .,the hero promised the uncle the candy .,the woman saved the chicken for the parent .,the woman saved the parent the chicken .
the employee showed the tea to the guy .,the employee showed the guy the tea .,the woman saved the chicken for the parent .,the woman saved the parent the chicken .
the nurse promised the meal to the king .,the nurse promised the king the meal .,the woman saved the chicken for the parent .,the woman saved the parent the chicken .
the leader sold the meal to the president .,the leader sold the president the meal .,the woman saved the chicken for the parent .,the woman saved the parent the chicken .
the friend threw the coffee to the writer .,the friend threw the writer the coffee .,the woman saved the chicken for the parent .,the woman saved the parent the chicken .
the lawyer gave the gun to the boy .,the lawyer gave the boy the gun .,the woman saved the chicken for the parent .,the woman saved the parent the chicken .
